fight_date,boxer_a,boxer_b,winner,method,round,weight_class,location,source_url
2024-03-30,Erislandy Lara,Michael Zerafa,Erislandy Lara,tko,2,,"T-Mobile Arena , Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2022-05-28,Erislandy Lara,Gary O'Sullivan,Erislandy Lara,tko,8,,"Barclays Center, New York City, New York, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2021-05-01,Erislandy Lara,Thomas LaManna,Erislandy Lara,ko,1,,"Dignity Health Sports Park , Carson, California, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2020-08-29,Erislandy Lara,Greg Vendetti,Erislandy Lara,decision_unanimous,12,,"Microsoft Theater , Los Angeles , California, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2019-08-31,Erislandy Lara,Ramón Álvarez,Erislandy Lara,tko,2,,"Minneapolis Armory , Minneapolis, Minnesota , U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2019-03-02,Erislandy Lara,Brian Castaño,,decision_split,12,,"Barclays Center, New York City, New York, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2018-04-07,Erislandy Lara,Jarrett Hurd,Jarrett Hurd,decision_split,12,,"The Joint, Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2017-10-14,Erislandy Lara,Terrell Gausha,Erislandy Lara,decision_unanimous,12,,"Barclays Center, New York City, New York, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2017-01-13,Erislandy Lara,Yuri Foreman,Erislandy Lara,ko,4,,"Park Race Track, Hialeah, Florida, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2016-05-21,Erislandy Lara,Vanes Martirosyan,Erislandy Lara,decision_unanimous,12,,"Cosmopolitan of Las Vegas, Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2015-11-25,Erislandy Lara,Jan Zaveck,Erislandy Lara,tko,3,,"Park Race Track , Hialeah, Florida , U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2015-06-12,Erislandy Lara,Delvin Rodríguez,Erislandy Lara,decision_unanimous,12,,"UIC Pavilion, Chicago, Illinois, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2014-12-12,Erislandy Lara,Ishe Smith,Erislandy Lara,decision_unanimous,12,,"Alamodome , San Antonio, Texas , U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2014-07-12,Erislandy Lara,Canelo Álvarez,Canelo Álvarez,decision_split,12,,"MGM Grand Garden Arena, Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2013-12-07,Erislandy Lara,Austin Trout,Erislandy Lara,decision_unanimous,12,,"Barclays Center , New York City, New York , U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2013-06-08,Erislandy Lara,Alfredo Angulo,Erislandy Lara,tko,10,,"Home Depot Center , Carson, California , U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2012-11-10,Erislandy Lara,Vanes Martirosyan,,td,9,,"Wynn Las Vegas , Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2012-06-30,Erislandy Lara,Freddy Hernández,Erislandy Lara,decision_unanimous,10,,"Fantasy Springs Resort Casino, Indio, California, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2012-04-20,Erislandy Lara,Ronald Hearns,Erislandy Lara,tko,1,,"Beau Rivage , Biloxi, Mississippi , U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2011-07-09,Erislandy Lara,Paul Williams,Paul Williams,decision_majority,12,,"Boardwalk Hall , Atlantic City, New Jersey , U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2011-03-25,Erislandy Lara,Carlos Molina,,decision_majority,10,,"Cosmopolitan of Las Vegas , Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2011-01-14,Erislandy Lara,Delray Raines,Erislandy Lara,ko,1,,"Fantasy Springs Resort Casino , Indio, California , U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2010-11-27,Erislandy Lara,Tim Connors,Erislandy Lara,tko,1,,"MGM Grand Garden Arena, Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2010-08-18,Erislandy Lara,Willie Lee,Erislandy Lara,tko,1,,"Civic Center , Monroe, Louisiana , U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2010-07-09,Erislandy Lara,William Correa,Erislandy Lara,tko,1,,"Softball Country Arena, Denver, Colorado , U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2010-04-02,Erislandy Lara,Danny Perez,Erislandy Lara,decision_unanimous,10,,"The Joint, Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2010-01-29,Erislandy Lara,Grady Brewer,Erislandy Lara,tko,10,,"The Joint , Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2009-12-12,Erislandy Lara,Luciano Perez,Erislandy Lara,decision_unanimous,10,,"UIC Pavilion , Chicago, Illinois , U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2009-09-19,Erislandy Lara,Jose Varela,Erislandy Lara,ko,1,,"MGM Grand Garden Arena, Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2009-07-17,Erislandy Lara,Darnell Boone,Erislandy Lara,decision_unanimous,6,,"Planet Hollywood Resort and Casino , Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2009-05-22,Erislandy Lara,Edwin Vazquez,Erislandy Lara,tko,4,,"Fontainebleau Hotel , Miami Beach, Florida , U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2009-05-02,Erislandy Lara,Chris Gray,Erislandy Lara,decision_unanimous,4,,"MGM Grand Garden Arena , Paradise, Nevada , U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2009-02-20,Erislandy Lara,Keith Gross,Erislandy Lara,ko,1,,"Don Taft University Center , Fort Lauderdale, Florida , U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2009-01-09,Erislandy Lara,Rodrigo Aguiar,Erislandy Lara,tko,1,,"Buffalo Bill's , Primm, Nevada , U.S.",https://en.wikipedia.org/wiki/Erislandy_Lara
2008-09-12,Erislandy Lara,Deniss Aleksejevs,Erislandy Lara,tko,1,,"Kugelbake-Halle, Cuxhaven , Germany",https://en.wikipedia.org/wiki/Erislandy_Lara
2008-07-04,Erislandy Lara,Ivan Maslov,Erislandy Lara,pts,4,,"Buyuk Anadolu Hotel, Ankara , Turkey",https://en.wikipedia.org/wiki/Erislandy_Lara
2025-09-13,Lewis Crocker,Paddy Donovan,Lewis Crocker,decision_split,12,,"Windsor Park , Belfast, Northern Ireland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2025-03-01,Lewis Crocker,Paddy Donovan,Lewis Crocker,dq,8,,"SSE Arena, Belfast, Northern Ireland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2024-06-22,Lewis Crocker,Conah Walker,Lewis Crocker,decision_unanimous,10,,"Resorts World Arena , Birmingham, England, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2024-01-27,Lewis Crocker,José Félix Jr.,Lewis Crocker,tko,5,,"Ulster Hall, Belfast, Northern Ireland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2023-12-02,Lewis Crocker,Tyrone McKenna,Lewis Crocker,decision_unanimous,10,,"SSE Arena, Belfast, Northern Ireland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2023-08-04,Lewis Crocker,Greyvin Mendoza,Lewis Crocker,tko,4,,"Falls Park, Belfast, Northern Ireland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2023-05-20,Lewis Crocker,Octavian Gratii,Lewis Crocker,pts,6,,"DoubleTree Hilton Hotel, Glasgow, Scotland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2023-04-14,Lewis Crocker,Joel Julio,Lewis Crocker,ko,2,,"Glasgow Boxing Academy, Glasgow , Scotland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2021-11-05,Lewis Crocker,Artem Haroyan,Lewis Crocker,tko,7,,"Ulster Hall, Belfast, Northern Ireland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2021-03-12,Lewis Crocker,Deniz Ilbay,Lewis Crocker,pts,10,,"Bolton Whites Hotel, Bolton , England, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2020-08-26,Lewis Crocker,Louis Greene,Lewis Crocker,tko,7,,"Production Park Studios, South Kirkby , England, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2020-02-01,Lewis Crocker,John Thain,Lewis Crocker,pts,8,,"Ulster Hall, Belfast, Northern Ireland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2019-10-11,Lewis Crocker,Ohio Kain Iremiren,Lewis Crocker,pts,6,,"Ulster Hall, Belfast, Northern Ireland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2019-06-21,Lewis Crocker,Karim Aliliche,Lewis Crocker,pts,6,,"Ulster Hall, Belfast, Northern Ireland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2019-05-17,Lewis Crocker,Jumanne Camero,Lewis Crocker,pts,6,,"Ulster Hall , Belfast, Northern Ireland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2018-08-18,Lewis Crocker,William Warburton,Lewis Crocker,pts,6,,"Windsor Park , Belfast, Northern Ireland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2018-06-30,Lewis Crocker,Adam Grabiec,Lewis Crocker,tko,1,,"SSE Arena, Belfast, Northern Ireland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2018-04-21,Lewis Crocker,Scott James,Lewis Crocker,tko,3,,"SSE Arena, Belfast, Northern Ireland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2017-11-18,Lewis Crocker,Gyula Rozsas,Lewis Crocker,tko,2,,"SSE Arena , Belfast, Northern Ireland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2017-07-29,Lewis Crocker,Sylwester Walczak,Lewis Crocker,ko,1,,"Tudor Grange Leisure Centre, Solihull , England, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2017-06-17,Lewis Crocker,Radoslav Mitev,Lewis Crocker,tko,2,,"Waterfront Hall, Belfast, Northern Ireland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2017-03-10,Lewis Crocker,Ferenc Jarko,Lewis Crocker,tko,1,,"Waterfront Hall , Belfast , Northern Ireland, UK",https://en.wikipedia.org/wiki/Lewis_Crocker
2026-03-14,Oscar Collazo,Jesus Haro,Oscar Collazo,tko_corner,6,,"Honda Center, Anaheim , California, U.S.",https://en.wikipedia.org/wiki/Oscar_Collazo_(boxer)
2025-09-20,Oscar Collazo,Jayson Vayson,Oscar Collazo,ko,7,,"Fantasy Springs Casino, Indio, California, U.S.",https://en.wikipedia.org/wiki/Oscar_Collazo_(boxer)
2025-03-29,Oscar Collazo,Edwin Cano,Oscar Collazo,ko,5,,"Polifórum Benito Juárez , Cancún , Mexico",https://en.wikipedia.org/wiki/Oscar_Collazo_(boxer)
2024-11-16,Oscar Collazo,Knockout CP Freshmart,Oscar Collazo,tko,7,,"The Venue Riyadh Season, Riyadh , Saudi Arabia",https://en.wikipedia.org/wiki/Oscar_Collazo_(boxer)
2024-06-07,Oscar Collazo,Gerardo Zapata,Oscar Collazo,decision_unanimous,12,,"Turning Stone Resort Casino , Verona , New York , U.S.",https://en.wikipedia.org/wiki/Oscar_Collazo_(boxer)
2024-01-28,Oscar Collazo,Reyneris Gutierrez,Oscar Collazo,tko,3,,"Footprint Center , Phoenix , Arizona , U.S.",https://en.wikipedia.org/wiki/Oscar_Collazo_(boxer)
2023-08-26,Oscar Collazo,Garen Diagan,Oscar Collazo,tko_corner,6,,"Roberto Clemente Coliseum , San Juan, Puerto Rico",https://en.wikipedia.org/wiki/Oscar_Collazo_(boxer)
2023-05-27,Oscar Collazo,Melvin Jerusalem,Oscar Collazo,tko_corner,7,,"Fantasy Springs Resort Casino , Indio , California, U.S.",https://en.wikipedia.org/wiki/Oscar_Collazo_(boxer)
2023-01-28,Oscar Collazo,Yudel Reyes,Oscar Collazo,ko,5,,"YouTube Theater , Inglewood , California, U.S.",https://en.wikipedia.org/wiki/Oscar_Collazo_(boxer)
2022-07-16,Oscar Collazo,Vic Saludar,Oscar Collazo,decision_unanimous,12,,"Crypto.com Arena , Los Angeles , California , U.S.",https://en.wikipedia.org/wiki/Oscar_Collazo_(boxer)
2021-12-03,Oscar Collazo,Pedro Villegas,Oscar Collazo,tko,3,,"Los Andes Mall, Panama City , Panama",https://en.wikipedia.org/wiki/Oscar_Collazo_(boxer)
2021-03-25,Oscar Collazo,Francisco Bonilla,Oscar Collazo,decision_unanimous,6,,"Plaza del Quinto Centenario , San Juan, Puerto Rico",https://en.wikipedia.org/wiki/Oscar_Collazo_(boxer)
2020-12-05,Oscar Collazo,Kevin John Cruz Jusino,Oscar Collazo,tko,2,,"Coliseo Pedrin Zorrilla, San Juan, Puerto Rico",https://en.wikipedia.org/wiki/Oscar_Collazo_(boxer)
2020-02-15,Oscar Collazo,Vicente Castro Cheneque,Oscar Collazo,tko,3,,"Coliseo Pedrin Zorrilla, San Juan , Puerto Rico",https://en.wikipedia.org/wiki/Oscar_Collazo_(boxer)
2023-01-28,Artur Beterbiev,Anthony Yarde,Artur Beterbiev,tko,8,,"OVO Arena Wembley , London , England",https://en.wikipedia.org/wiki/Artur_Beterbiev
2022-06-18,Artur Beterbiev,Joe Smith Jr.,Artur Beterbiev,tko,2,,"Hulu Theater , New York City, New York , U.S.",https://en.wikipedia.org/wiki/Artur_Beterbiev
2021-12-17,Artur Beterbiev,Marcus Browne,Artur Beterbiev,ko,9,,"Bell Centre, Montreal, Quebec, Canada",https://en.wikipedia.org/wiki/Artur_Beterbiev
2021-03-20,Artur Beterbiev,Adam Deines,Artur Beterbiev,tko,10,,"Khodynka Ice Palace , Moscow , Russia",https://en.wikipedia.org/wiki/Artur_Beterbiev
2019-10-18,Artur Beterbiev,Oleksandr Gvozdyk,Artur Beterbiev,tko,10,,"Liacouras Center , Philadelphia, Pennsylvania , U.S.",https://en.wikipedia.org/wiki/Artur_Beterbiev
2019-05-04,Artur Beterbiev,Radivoje Kalajdzic,Artur Beterbiev,ko,5,,"Stockton Arena , Stockton, California , U.S.",https://en.wikipedia.org/wiki/Artur_Beterbiev
2018-10-06,Artur Beterbiev,Callum Johnson,Artur Beterbiev,ko,4,,"Wintrust Arena , Chicago, Illinois, U.S.",https://en.wikipedia.org/wiki/Artur_Beterbiev
2017-11-11,Artur Beterbiev,Enrico Kölling,Artur Beterbiev,ko,12,,"Save Mart Arena , Fresno, California , U.S.",https://en.wikipedia.org/wiki/Artur_Beterbiev
2016-12-23,Artur Beterbiev,Isidro Ranoni Prieto,Artur Beterbiev,tko,1,,"Casino du Lac-Leamy , Gatineau, Quebec , Canada",https://en.wikipedia.org/wiki/Artur_Beterbiev
2016-06-04,Artur Beterbiev,Ezequiel Maderna,Artur Beterbiev,tko,4,,"Bell Centre, Montreal, Quebec, Canada",https://en.wikipedia.org/wiki/Artur_Beterbiev
2015-06-12,Artur Beterbiev,Alexander Johnson,Artur Beterbiev,tko,7,,"UIC Pavilion , Chicago, Illinois , U.S.",https://en.wikipedia.org/wiki/Artur_Beterbiev
2015-04-04,Artur Beterbiev,Gabriel Campillo,Artur Beterbiev,ko,4,,"Colisée Pepsi, Quebec City, Quebec, Canada",https://en.wikipedia.org/wiki/Artur_Beterbiev
2014-12-19,Artur Beterbiev,Jeff Page Jr.,Artur Beterbiev,tko,2,,"Colisée Pepsi, Quebec City, Quebec, Canada",https://en.wikipedia.org/wiki/Artur_Beterbiev
2014-09-27,Artur Beterbiev,Tavoris Cloud,Artur Beterbiev,ko,2,,"Bell Centre, Montreal, Quebec, Canada",https://en.wikipedia.org/wiki/Artur_Beterbiev
2014-08-22,Artur Beterbiev,Alvaro Enriquez,Artur Beterbiev,tko,1,,"Complexe Sportif Sportscene, Montreal, Quebec, Canada",https://en.wikipedia.org/wiki/Artur_Beterbiev
2014-01-18,Artur Beterbiev,Gabriel Lecrosnier,Artur Beterbiev,tko,4,,"Bell Centre, Montreal, Quebec, Canada",https://en.wikipedia.org/wiki/Artur_Beterbiev
2013-11-30,Artur Beterbiev,Billy Bailey,Artur Beterbiev,ko,1,,"Colisée Pepsi , Quebec City, Quebec , Canada",https://en.wikipedia.org/wiki/Artur_Beterbiev
2013-09-28,Artur Beterbiev,Rayco Saunders,Artur Beterbiev,tko_corner,3,,"Bell Centre, Montreal, Quebec, Canada",https://en.wikipedia.org/wiki/Artur_Beterbiev
2013-06-08,Artur Beterbiev,Christian Cruz,Artur Beterbiev,tko,2,,"Bell Centre , Montreal, Quebec , Canada",https://en.wikipedia.org/wiki/Artur_Beterbiev
2026-04-05,Chantelle Cameron,Michaela Kotaskova,Chantelle Cameron,decision_unanimous,10,,"Olympia London , Kensington , England",https://en.wikipedia.org/wiki/Chantelle_Cameron
2025-07-11,Chantelle Cameron,Jessica Camara,Chantelle Cameron,decision_unanimous,10,,"Madison Square Garden , New York City, New York , U.S.",https://en.wikipedia.org/wiki/Chantelle_Cameron
2024-11-02,Chantelle Cameron,Patricia Berghult,Chantelle Cameron,decision_unanimous,10,,"Resorts World Arena, Birmingham, England",https://en.wikipedia.org/wiki/Chantelle_Cameron
2024-07-20,Chantelle Cameron,Elhem Mekhaled,Chantelle Cameron,decision_majority,10,,"Resorts World Arena , Birmingham , England",https://en.wikipedia.org/wiki/Chantelle_Cameron
2022-11-05,Chantelle Cameron,Jessica McCaskill,Chantelle Cameron,decision_unanimous,10,,"Etihad Arena , Abu Dhabi , United Arab Emirates",https://en.wikipedia.org/wiki/Chantelle_Cameron
2022-05-21,Chantelle Cameron,Victoria Bustos,Chantelle Cameron,decision_unanimous,10,,"The O2 Arena , London, England",https://en.wikipedia.org/wiki/Chantelle_Cameron
2021-10-30,Chantelle Cameron,Mary McGee,Chantelle Cameron,decision_unanimous,10,,"The O2 Arena , London, England",https://en.wikipedia.org/wiki/Chantelle_Cameron
