event_id,event_date,fight_date,year,fighter_a,fighter_b,a_id,b_id,price_a,price_b,market_prob_a,market_prob_b,winner_side,career_wins_a,career_losses_a,career_draws_a,career_nc_a,career_fights_a,ko_win_pct_a,tko_loss_pct_a,dec_win_pct_a,r5_w_pct_a,r10_w_pct_a,r5_ko_pct_a,r10_ko_pct_a,days_since_last_a,fights_last_365d_a,glicko_mu_a,glicko_phi_a,glicko_sigma_a,avg_opp_glicko_last5_a,is_debut_a,height_cm_a,reach_cm_a,reach_to_height_ratio_a,ko_win_rate_10_a,tko_loss_rate_10_a,dec_rate_10_a,avg_scheduled_rounds_10_a,inactive_180d_flag_a,inactive_365d_flag_a,opp_glicko_min_last5_a,opp_glicko_std_last5_a,career_wins_b,career_losses_b,career_draws_b,career_nc_b,career_fights_b,ko_win_pct_b,tko_loss_pct_b,dec_win_pct_b,r5_w_pct_b,r10_w_pct_b,r5_ko_pct_b,r10_ko_pct_b,days_since_last_b,fights_last_365d_b,glicko_mu_b,glicko_phi_b,glicko_sigma_b,avg_opp_glicko_last5_b,is_debut_b,height_cm_b,reach_cm_b,reach_to_height_ratio_b,ko_win_rate_10_b,tko_loss_rate_10_b,dec_rate_10_b,avg_scheduled_rounds_10_b,inactive_180d_flag_b,inactive_365d_flag_b,opp_glicko_min_last5_b,opp_glicko_std_last5_b,career_wins_diff,career_losses_diff,career_draws_diff,career_nc_diff,career_fights_diff,ko_win_pct_diff,tko_loss_pct_diff,dec_win_pct_diff,r5_w_pct_diff,r10_w_pct_diff,r5_ko_pct_diff,r10_ko_pct_diff,days_since_last_diff,fights_last_365d_diff,glicko_mu_diff,glicko_phi_diff,glicko_sigma_diff,avg_opp_glicko_last5_diff,is_debut_diff,height_cm_diff,reach_cm_diff,reach_to_height_ratio_diff,ko_win_rate_10_diff,tko_loss_rate_10_diff,dec_rate_10_diff,avg_scheduled_rounds_10_diff,inactive_180d_flag_diff,inactive_365d_flag_diff,opp_glicko_min_last5_diff,opp_glicko_std_last5_diff,model_p_a_raw,model_p_a_global,model_p_a,market_p_a,market_p_b,overround,edge_a,side_global,edge_abs_global,mp_global,price_global,bet_global,side_mid,edge_abs_mid,mp_mid,price_mid,bet_mid,side_heavy,mp_heavy,price_heavy,bet_heavy,pnl_global,pnl_global_h5,pnl_mid,pnl_mid_h5,pnl_heavy,pnl_heavy_h5,bet_side,bet,price_bet,pnl,pnl_haircut5
1012,2019-04-13,2019-04-13,2019,Helene Lascombe,Nina Meinke,819363,757852,1400,-5000,0.0636704119850187,0.9363295880149812,b,5.0,0.0,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,0.0,182.0,3.0,1893.162448850635,201.8522669443647,0.0599966735728075,1506.965556130836,0.0,,,,0.0,0.0,1.0,,1.0,0.0,1337.6891060937023,116.74448331063392,8.0,2.0,0.0,0.0,10.0,0.375,0.5,0.625,0.6,0.8,0.3333333333333333,0.375,147.0,2.0,1836.012459918812,146.56932205483568,0.0599980513261812,1753.296235043395,0.0,,,,0.3,0.1,0.6,,0.0,0.0,1409.161892908139,212.84344969300517,-3.0,-2.0,0.0,0.0,-5.0,-0.375,,0.375,0.4,0.19999999999999996,-0.3333333333333333,-0.375,35.0,1.0,57.14998893182292,55.282944889529006,-1.3777533736936132e-06,-246.33067891255905,0.0,,,,-0.3,-0.1,0.4,,1.0,0.0,-71.47278681443663,-96.09896638237124,0.6336882006779395,0.6254121926301535,0.621023029748124,0.06367041198501872,0.9363295880149812,0.04705882352941182,0.5573526177631052,,0.5573526177631052,0.06367041198501872,1400.0,False,,0.5573526177631052,0.06367041198501872,1400.0,False,,0.9363295880149812,-5000.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,False,1400.0,0.0,0.0
1012,2019-04-13,2019-04-13,2019,Jarico O'Quinn,Vicente Alfaro Martinez,717382,512605,-714,450,0.8283062645011601,0.1716937354988399,a,11.0,0.0,1.0,0.0,12.0,0.7272727272727273,,0.2727272727272727,0.8,0.9,0.75,0.6666666666666666,64.0,3.0,2003.169507471048,146.82843299249154,0.0599918592913422,1678.9408288533273,0.0,,,,0.6666666666666666,0.0,0.3333333333333333,,0.0,0.0,1462.3046324321465,155.5820028141893,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,707.0,0.0,1649.1581210615343,249.46123456224728,0.0599994851874108,1729.326345201906,0.0,,,,0.5,0.0,0.5,,1.0,1.0,1559.1001005233545,240.7362638962485,10.0,-1.0,1.0,0.0,10.0,-0.2727272727272727,,0.2727272727272727,0.30000000000000004,0.4,-0.25,-0.33333333333333337,-643.0,3.0,354.01138640951376,-102.63280156975574,-7.625896068598481e-06,-50.385516348578676,0.0,,,,0.16666666666666663,0.0,-0.16666666666666669,,-1.0,-1.0,-96.79546809120802,-85.15426108205918,0.8479371976114689,0.8387932344880779,0.8373516275808162,0.8283062645011601,0.1716937354988399,0.05896805896805901,0.009045363079656088,,0.009045363079656088,0.8283062645011601,-714.0,False,,0.009045363079656088,0.8283062645011601,-714.0,False,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,,False,-714.0,0.0,0.0
1037,2019-04-18,2019-04-18,2019,Badru Lusambya,Rizvan Elikhanov,160895,803091,600,-1250,0.1336633663366336,0.8663366336633663,b,0.0,0.0,1.0,0.0,1.0,,,,0.0,0.0,,,3344.0,0.0,1527.5708697349016,294.7570417630502,0.0599987242635011,1569.4641871111533,0.0,,,,,,,,1.0,1.0,1569.4641871111533,0.0,7.0,0.0,0.0,0.0,7.0,1.0,,0.0,1.0,1.0,1.0,1.0,116.0,4.0,1918.9233451279893,194.4010340257374,0.0599955828022141,1441.4466844181334,0.0,,,,1.0,0.0,0.0,,0.0,0.0,1201.2955454089015,134.27318770319073,-7.0,0.0,1.0,0.0,-6.0,,,,-1.0,-1.0,,,3228.0,-4.0,-391.3524753930876,100.35600773731281,3.141461286999825e-06,128.01750269301988,0.0,,,,,,,,1.0,1.0,368.16864170225176,-134.27318770319073,0.067291475822235,0.07090067860970829,0.06844093318972877,0.13366336633663364,0.8663366336633663,0.06878306878306883,-0.06522243314690487,b,0.06522243314690487,0.8663366336633663,-1250.0,True,,0.06522243314690487,0.8663366336633663,-1250.0,False,b,0.8663366336633663,-1250.0,True,0.08,0.076,0.0,0.0,0.08,0.076,b,True,-1250.0,0.08,0.076
992,2019-04-20,2019-04-20,2019,Conor Benn,Josef Zahradnik,750377,741349,-5000,1100,0.9216589861751152,0.0783410138248847,a,13.0,0.0,0.0,0.0,13.0,0.6923076923076923,,0.3076923076923077,1.0,1.0,0.6,0.7,266.0,2.0,1992.8235569995115,161.54304051403545,0.0599905914047385,1515.549062086037,0.0,,,,0.7,0.0,0.3,,1.0,0.0,1428.15099915388,53.89167504199354,10.0,2.0,0.0,0.0,12.0,0.5,0.0,0.4,0.6,0.8,0.3333333333333333,0.5,115.0,1.0,1854.54750329576,137.7081450127947,0.0599904634416252,1771.073988148259,0.0,,,,0.4,0.0,0.5,,0.0,0.0,1541.8621906038666,177.04716553402412,3.0,-2.0,0.0,0.0,1.0,0.1923076923076923,,-0.09230769230769231,0.4,0.19999999999999996,0.26666666666666666,0.19999999999999996,151.0,1.0,138.2760537037516,23.834895501240766,1.2796311329998922e-07,-255.524926062222,0.0,,,,0.29999999999999993,0.0,-0.2,,1.0,0.0,-113.71119144998647,-123.15549049203058,0.6549491875155756,0.6462744317461468,0.6480448923658068,0.9216589861751152,0.07834101382488479,0.06372549019607843,-0.27361409380930846,,0.27361409380930846,0.07834101382488479,1100.0,False,,0.27361409380930846,0.07834101382488479,1100.0,False,,0.9216589861751152,-5000.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,False,1100.0,0.0,0.0
992,2019-04-20,2019-04-20,2019,Carlos Balderas,Luis May,791794,433432,-5000,1400,0.9363295880149812,0.0636704119850187,a,7.0,0.0,0.0,0.0,7.0,0.8571428571428571,,0.1428571428571428,1.0,1.0,0.8,0.8571428571428571,63.0,3.0,1934.416717409804,184.37731770905464,0.0599952924410877,1494.8185172185813,0.0,,,,0.8571428571428571,0.0,0.1428571428571428,,0.0,0.0,1390.8746726491026,109.90803809292989,3.0,2.0,0.0,0.0,5.0,0.6666666666666666,0.5,0.3333333333333333,0.6,0.6,0.6666666666666666,0.6666666666666666,938.0,0.0,1708.862205241879,199.1334545055476,0.0599954278649084,1687.897089727418,0.0,,,,0.4,0.2,0.4,,1.0,1.0,1355.0197379646595,310.2905954908743,4.0,-2.0,0.0,0.0,2.0,0.19047619047619047,,-0.19047619047619052,0.4,0.4,0.13333333333333341,0.19047619047619047,-875.0,3.0,225.55451216792494,-14.756136796492967,-1.3542382069908765e-07,-193.07857250883671,0.0,,,,0.4571428571428571,-0.2,-0.25714285714285723,,-1.0,-1.0,35.85493468444315,-200.38255739794442,0.8321266230388464,0.8227269291580482,0.821466919414979,0.9363295880149812,0.06367041198501872,0.04705882352941182,-0.11486266860000227,,0.11486266860000227,0.06367041198501872,1400.0,False,,0.11486266860000227,0.06367041198501872,1400.0,False,,0.9363295880149812,-5000.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,False,1400.0,0.0,0.0
992,2019-04-20,2019-04-20,2019,Alfredo Angulo,Evert Bravo,288697,288893,-1429,700,0.8820307075071367,0.1179692924928632,a,15.0,3.0,0.0,0.0,18.0,0.8666666666666667,0.6666666666666666,0.1333333333333333,0.4,0.7,0.5,0.8571428571428571,1414.0,0.0,1870.4545815930865,168.99488334396267,0.0599967333152296,1697.9711961471053,0.0,,,,0.6,0.2,0.2,,1.0,1.0,1500.0,217.9946176845621,0.0,3.0,0.0,0.0,3.0,,0.6666666666666666,,0.0,0.0,,,532.0,0.0,1382.911619207871,288.38175588865056,0.0599984827864602,1969.2755130823407,0.0,,,,0.0,0.6666666666666666,0.3333333333333333,,1.0,1.0,1750.8483920573271,195.21898091471908,15.0,0.0,0.0,0.0,15.0,,0.0,,0.4,0.7,,,882.0,0.0,487.54296238521556,-119.38687254468789,-1.7494712305984872e-06,-271.3043169352354,0.0,,,,0.6,-0.4666666666666666,-0.1333333333333333,,0.0,0.0,-250.84839205732715,22.775636769843004,0.9580846066545016,0.9534414595029763,0.9535293001024453,0.8820307075071367,0.1179692924928632,0.05959777632439511,0.07149859259530855,a,0.07149859259530855,0.8820307075071367,-1429.0,True,,0.07149859259530855,0.8820307075071367,-1429.0,False,a,0.8820307075071367,-1429.0,True,0.06997900629811056,0.06648005598320503,0.0,0.0,0.06997900629811056,0.06648005598320503,a,True,-1429.0,0.06997900629811056,0.06648005598320503
992,2019-04-20,2019-04-20,2019,Brandon Figueroa,Yonfrez Parejo,718399,512058,-3333,1200,0.9265856892348489,0.0734143107651512,a,18.0,0.0,0.0,0.0,18.0,0.7222222222222222,,0.2777777777777778,1.0,1.0,1.0,0.7,97.0,3.0,2157.72576769667,130.8443616953387,0.0599846808548891,1832.1808878874049,0.0,,,,0.7,0.0,0.3,,0.0,0.0,1706.6895652239982,126.20856170258637,6.0,0.0,1.0,0.0,7.0,0.6666666666666666,,0.3333333333333333,1.0,0.8571428571428571,0.8,0.6666666666666666,77.0,1.0,2008.422706879304,178.81535620755608,0.0599997917619837,1645.177233608588,0.0,,,,0.6666666666666666,0.0,0.3333333333333333,,0.0,0.0,1236.2239237746317,349.1114039821851,12.0,0.0,-1.0,0.0,11.0,0.05555555555555558,,-0.055555555555555525,0.0,0.1428571428571429,0.19999999999999996,0.033333333333333326,20.0,2.0,149.30306081736603,-47.97099451221737,-1.5110907094599557e-05,187.00365427881684,0.0,,,,0.033333333333333326,0.0,-0.033333333333333326,,0.0,0.0,470.46564144936656,-222.90284227959873,0.6808289531244728,0.6717377820513115,0.6730073357699209,0.9265856892348489,0.0734143107651512,0.04779403526854731,-0.25357835346492796,,0.25357835346492796,0.0734143107651512,1200.0,False,,0.25357835346492796,0.0734143107651512,1200.0,False,,0.9265856892348489,-3333.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,False,1200.0,0.0,0.0
1025,2019-04-26,2019-04-26,2019,Alessandro Riguccini,Ivan Alvarez,595058,507999,-3333,1200,0.9265856892348489,0.0734143107651512,a,19.0,0.0,0.0,0.0,19.0,0.7894736842105263,,0.1578947368421052,1.0,1.0,1.0,0.9,181.0,1.0,2112.728172227055,138.87353635336277,0.0599852650918725,1756.329824199757,0.0,,,,0.9,0.0,0.0,,1.0,0.0,1343.4727146930295,236.794612833043,27.0,8.0,1.0,0.0,36.0,0.6666666666666666,0.375,0.3333333333333333,0.4,0.5,0.5,0.4,84.0,2.0,1952.4530051366696,109.54840070828728,0.059982655496925,1831.934681685103,0.0,,,,0.2222222222222222,0.2222222222222222,0.5555555555555556,,0.0,0.0,1313.8483696486792,320.9080467446938,-8.0,-8.0,-1.0,0.0,-17.0,0.1228070175438597,,-0.17543859649122812,0.6,0.5,0.5,0.5,97.0,-1.0,160.27516709038537,29.32513564507549,2.6095949475016256e-06,-75.60485748534597,0.0,,,,0.6777777777777778,-0.2222222222222222,-0.5555555555555556,,1.0,0.0,29.62434504435032,-84.11343391165082,0.8293592938701871,0.8199220044751262,0.8186962742799099,0.9265856892348489,0.0734143107651512,0.04779403526854731,-0.10788941495493898,,0.10788941495493898,0.0734143107651512,1200.0,False,,0.10788941495493898,0.0734143107651512,1200.0,False,,0.9265856892348489,-3333.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,False,1200.0,0.0,0.0
1025,2019-04-26,2019-04-26,2019,Juan Francisco Estrada,Wisaksil Wangek,467843,528191,110,-139,0.4501789414202297,0.5498210585797701,a,34.0,3.0,0.0,0.0,37.0,0.7058823529411765,0.0,0.2941176470588235,0.8,0.9,0.5,0.5555555555555556,139.0,2.0,2230.411472524128,115.53624194148594,0.0599859104722498,2040.9193484639527,0.0,,,,0.5,0.0,0.5,,0.0,0.0,1792.691567432818,173.93834988564083,47.0,4.0,1.0,0.0,52.0,0.8723404255319149,0.5,0.1276595744680851,1.0,1.0,0.4,0.7,202.0,2.0,2185.921615646597,110.80665304589644,0.0599759382563943,2051.6843162459404,0.0,,,,0.7,0.0,0.3,,1.0,0.0,1894.4895387082236,144.97898241699926,-13.0,-1.0,-1.0,0.0,-15.0,-0.16645807259073842,-0.5,0.1664580725907384,-0.19999999999999996,-0.09999999999999998,0.09999999999999998,-0.14444444444444438,-63.0,0.0,44.48985687753111,4.729588895589501,9.972215855497124e-06,-10.764967781987707,0.0,,,,-0.19999999999999996,0.0,0.2,,-1.0,0.0,-101.79797127540564,28.959367468641574,0.2970808670310127,0.29815728211601933,0.3051865406946738,0.45017894142022974,0.5498210585797701,0.05778043434947211,-0.14499240072555591,b,0.14499240072555591,0.5498210585797701,-139.0,True,b,0.14499240072555591,0.5498210585797701,-139.0,True,,,,False,-1.0,-1.0,-1.0,-1.0,0.0,0.0,b,True,-139.0,-1.0,-1.0
1014,2019-04-27,2019-04-27,2019,Nonito Donaire,Stephon Young,48243,579646,-2500,1000,0.9136212624584718,0.0863787375415282,a,16.0,4.0,0.0,0.0,20.0,0.6875,0.25,0.3125,0.8,0.7,0.75,0.7142857142857143,175.0,1.0,2030.2861135534224,140.22431718452597,0.059997374406009,1831.2201513342504,0.0,,,,0.5,0.1,0.4,,0.0,0.0,1377.00434177642,334.4377577210473,18.0,1.0,3.0,0.0,22.0,0.3888888888888889,0.0,0.6111111111111112,0.8,0.7,0.25,0.4285714285714285,189.0,1.0,1977.42723863517,136.45654055950914,0.0599836354764337,1746.3951250803625,0.0,,,,0.375,0.0,0.625,,1.0,0.0,1383.8427038206034,248.01875946078388,-2.0,3.0,-3.0,0.0,-2.0,0.2986111111111111,0.25,-0.29861111111111116,0.0,0.0,0.5,0.2857142857142858,-14.0,0.0,52.85887491825247,3.767776625016836,1.373892957530487e-05,84.82502625388793,0.0,,,,0.125,0.1,-0.22499999999999998,,-1.0,0.0,-6.838362044183441,86.41899826026344,0.5459803535509496,0.5397758094751374,0.5369068924190722,0.9136212624584718,0.08637873754152824,0.0524475524475525,-0.37671437003939956,,0.37671437003939956,0.08637873754152824,1000.0,False,,0.37671437003939956,0.08637873754152824,1000.0,False,,0.9136212624584718,-2500.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,False,1000.0,0.0,0.0
1038,2019-05-02,2019-05-02,2019,Alan Campa,Erik Bazinyan,548586,663953,800,-2000,0.1044776119402985,0.8955223880597014,b,4.0,1.0,0.0,0.0,5.0,0.5,0.0,0.5,0.8,0.8,0.5,0.5,175.0,1.0,1772.265858102102,192.59372429083896,0.0599956450582995,1552.409161937851,0.0,,,,0.4,0.0,0.6,,0.0,0.0,1215.0805647614784,347.30778707983245,21.0,0.0,0.0,0.0,21.0,0.8095238095238095,,0.1904761904761904,1.0,1.0,1.0,0.9,139.0,4.0,2186.045428173777,136.83486644055523,0.0599840879940585,1709.5609281671182,0.0,,,,0.9,0.0,0.1,,0.0,0.0,1637.3426325888595,68.15205995849007,-17.0,1.0,0.0,0.0,-16.0,-0.30952380952380953,,0.3095238095238096,-0.19999999999999996,-0.19999999999999996,-0.5,-0.4,36.0,-3.0,-413.77957007167515,55.75885785028373,1.1557064240996784e-05,-157.1517662292672,0.0,,,,-0.5,0.0,0.5,,0.0,0.0,-422.2620678273811,279.15572712134235,0.06658016681604992,0.07017551329193873,0.06773410405983198,0.1044776119402985,0.8955223880597014,0.06349206349206349,-0.03674350788046653,b,0.03674350788046653,0.8955223880597014,-2000.0,True,,0.03674350788046653,0.8955223880597014,-2000.0,False,b,0.8955223880597014,-2000.0,True,0.05,0.0475,0.0,0.0,0.05,0.0475,b,True,-2000.0,0.05,0.0475
1038,2019-05-02,2019-05-02,2019,Christopher Pearson,Yamaguchi Falcao,589058,675276,162,-227,0.3547638162605507,0.6452361837394492,a,16.0,2.0,0.0,1.0,19.0,0.75,0.5,0.25,0.6,0.8,0.6666666666666666,0.625,208.0,1.0,2002.0172418342952,145.11082324240573,0.0599941404970753,1717.8854245309697,0.0,,,,0.5,0.1,0.4,,1.0,0.0,1367.6678552780113,223.4824446609952,4.0,0.0,0.0,0.0,4.0,0.5,,0.5,1.0,1.0,0.5,0.5,285.0,1.0,2140.748641645782,202.023157237368,0.0600011453281418,1836.2557537380364,0.0,,,,0.5,0.0,0.5,,1.0,0.0,1642.0316111257853,163.97771110384494,12.0,2.0,0.0,1.0,15.0,0.25,,-0.25,-0.4,-0.19999999999999996,0.16666666666666663,0.125,-77.0,0.0,-138.73139981148665,-56.91233399496227,-7.004831066498296e-06,-118.37032920706679,0.0,,,,0.0,0.1,-0.09999999999999998,,0.0,0.0,-274.363755847774,59.504733557150274,0.22768815738696813,0.23043142911827016,0.23751231012401255,0.3547638162605507,0.6452361837394492,0.07586899175946038,-0.11725150613653815,b,0.11725150613653815,0.6452361837394492,-227.0,True,b,0.11725150613653815,0.6452361837394492,-227.0,True,,,,False,-1.0,-1.0,-1.0,-1.0,0.0,0.0,b,True,-227.0,-1.0,-1.0
994,2019-05-04,2019-05-04,2019,Bilal Akkawy,John Ryder,569365,545557,150,-189,0.3795141168745897,0.6204858831254104,b,2.0,0.0,0.0,0.0,2.0,0.0,,1.0,1.0,1.0,0.0,0.0,434.0,0.0,2001.965609539809,230.13287274764537,0.0600017042305431,1828.4075053856889,0.0,,,,0.0,0.0,1.0,,1.0,1.0,1766.850823012693,87.0542950665834,25.0,4.0,0.0,0.0,29.0,0.52,0.25,0.44,0.8,0.7,0.75,0.4285714285714285,189.0,2.0,2068.0358339718305,121.69435645396165,0.0599879512473942,1966.4265541508084,0.0,,,,0.3,0.1,0.6,,1.0,0.0,1820.3265051600056,123.5435643444887,-23.0,-4.0,0.0,0.0,-27.0,-0.52,,0.56,0.19999999999999996,0.30000000000000004,-0.75,-0.4285714285714285,245.0,-2.0,-66.0702244320214,108.43851629368372,1.3752983148901388e-05,-138.01904876511958,0.0,,,,-0.3,-0.1,0.4,,0.0,1.0,-53.47568214731268,-36.489269277905294,0.33526402034122593,0.33527568199560803,0.34207395562084136,0.3795141168745897,0.6204858831254104,0.0539792387543252,-0.03744016125374833,b,0.03744016125374833,0.6204858831254104,-189.0,True,b,0.03744016125374833,0.6204858831254104,-189.0,True,,,,False,0.5291005291005291,0.5026455026455026,0.5291005291005291,0.5026455026455026,0.0,0.0,b,True,-189.0,0.5291005291005291,0.5026455026455026
994,2019-05-04,2019-05-04,2019,Dominik Musil,Kem Ljungquist,827883,816268,1400,-5000,0.0636704119850187,0.9363295880149812,b,2.0,1.0,0.0,0.0,3.0,0.5,0.0,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,210.0,3.0,1520.6959865579795,251.75109594937084,0.0599977943506411,1330.7832352288833,0.0,,,,0.3333333333333333,0.0,0.6666666666666666,,1.0,0.0,1029.8294098549322,468.6072534406432,7.0,0.0,0.0,0.0,7.0,0.7142857142857143,,0.2857142857142857,1.0,1.0,0.8,0.7142857142857143,105.0,4.0,1936.420094381858,180.8566656486105,0.0599947110598081,1551.757268095204,0.0,,,,0.7142857142857143,0.0,0.2857142857142857,,0.0,0.0,1444.579109019648,98.86192997743017,-5.0,1.0,0.0,0.0,-4.0,-0.2142857142857143,,0.2142857142857143,-0.33333333333333337,-0.33333333333333337,-0.30000000000000004,-0.2142857142857143,105.0,-1.0,-415.7241078238785,70.89443030076035,3.0832908329975206e-06,-220.9740328663206,0.0,,,,-0.380952380952381,0.0,0.38095238095238093,,1.0,0.0,-414.7496991647158,369.745323463213,0.0994153251334117,0.10341173436103954,0.10021106365641029,0.06367041198501872,0.9363295880149812,0.04705882352941182,0.036540651671391575,,0.036540651671391575,0.06367041198501872,1400.0,False,,0.036540651671391575,0.06367041198501872,1400.0,False,b,0.9363295880149812,-5000.0,True,0.0,0.0,0.0,0.0,0.02,0.019,,False,1400.0,0.0,0.0
994,2019-05-04,2019-05-04,2019,Leon Bunn,Leon Harth,781654,617548,-357,250,0.7322004101963082,0.2677995898036917,a,13.0,0.0,0.0,0.0,13.0,0.5384615384615384,,0.4615384615384615,1.0,1.0,0.2,0.4,77.0,4.0,1980.6833050815435,133.28774891978,0.0599862441650398,1662.992903281846,0.0,,,,0.4,0.0,0.6,,0.0,0.0,1580.8819718090974,110.47846076987402,2.0,0.0,0.0,0.0,2.0,0.5,,0.5,1.0,1.0,0.5,0.5,140.0,1.0,1831.0656753944425,262.9654807724164,0.0600016736110589,1458.9525933913649,0.0,,,,0.5,0.0,0.5,,0.0,0.0,1085.9033098930054,527.5713561569456,11.0,0.0,0.0,0.0,11.0,0.038461538461538436,,-0.03846153846153849,0.0,0.0,-0.3,-0.09999999999999998,-63.0,3.0,149.61762968710104,-129.6777318526364,-1.5429446019100956e-05,204.04030989048124,0.0,,,,-0.09999999999999998,0.0,0.09999999999999998,,0.0,0.0,494.97866191609205,-417.0928953870716,0.6181955344385359,0.6102389859642336,0.60609472835345,0.7322004101963082,0.26779958980369173,0.06689590497030329,-0.1261056818428582,b,0.1261056818428582,0.26779958980369173,250.0,True,,0.1261056818428582,0.26779958980369173,250.0,False,,,,False,-1.0,-1.0,0.0,0.0,0.0,0.0,b,True,250.0,-1.0,-1.0
994,2019-05-04,2019-05-04,2019,Jerwin Ancajas,Ryuichi Funai,506289,298094,-1667,800,0.8946332737030412,0.1053667262969588,a,29.0,1.0,2.0,0.0,32.0,0.6551724137931034,0.0,0.3448275862068966,0.8,0.9,0.75,0.7777777777777778,218.0,2.0,2127.737777228921,120.23499339641108,0.059981445366635,1833.611230971579,0.0,,,,0.7777777777777778,0.0,0.2222222222222222,,1.0,0.0,1512.2162627279636,190.1261059058575,3.0,0.0,0.0,0.0,3.0,0.6666666666666666,,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,175.0,2.0,2116.4890429612965,205.81401482085545,0.0600010410885134,1889.7763335883672,0.0,,,,0.6666666666666666,0.0,0.3333333333333333,,0.0,0.0,1807.7611842246797,71.4764025145683,26.0,1.0,2.0,0.0,29.0,-0.011494252873563204,,0.01149425287356326,-0.19999999999999996,-0.09999999999999998,0.08333333333333337,0.11111111111111116,43.0,0.0,11.248734267624513,-85.57902142444436,-1.959572187840153e-05,-56.16510261678809,0.0,,,,0.11111111111111116,0.0,-0.1111111111111111,,1.0,0.0,-295.54492149671614,118.64970339128918,0.2330129728490676,0.23564478415982487,0.24274115412948244,0.8946332737030412,0.10536672629695885,0.054518015468779435,-0.6518921195735587,b,0.6518921195735587,0.10536672629695885,800.0,True,,0.6518921195735587,0.10536672629695885,800.0,False,,0.8946332737030412,-1667.0,False,-1.0,-1.0,0.0,0.0,0.0,0.0,b,True,800.0,-1.0,-1.0
1043,2019-05-10,2019-05-10,2019,Derrick Osaze,Tey Lynn-Jones,820749,740859,-278,200,0.6881188118811881,0.3118811881188118,a,8.0,0.0,0.0,0.0,8.0,0.125,,0.875,1.0,1.0,0.0,0.125,0.0,5.0,1956.5680981000655,166.22304493156724,0.0599950294613595,1553.4572209913588,0.0,,,,0.125,0.0,0.875,,0.0,0.0,1248.1921521968368,287.56433837958974,11.0,1.0,0.0,0.0,12.0,0.1818181818181818,1.0,0.8181818181818182,1.0,0.9,0.2,0.2222222222222222,300.0,1.0,1855.297834263666,167.99894451702235,0.0599951014147357,1366.1571840940724,0.0,,,,0.2,0.1,0.7,,1.0,0.0,1194.5274517897046,156.05646456978596,-3.0,-1.0,0.0,0.0,-4.0,-0.056818181818181795,,0.05681818181818177,0.0,0.09999999999999998,-0.2,-0.09722222222222221,-300.0,4.0,101.27026383639964,-1.7758995854551074,-7.19533762016944e-08,187.30003689728642,0.0,,,,-0.07500000000000001,-0.1,0.17500000000000004,,-1.0,0.0,53.66470040713216,131.50787380980378,0.6890013086177085,0.6797958704598188,0.6809087626038217,0.6881188118811881,0.3118811881188118,0.06878306878306883,-0.007210049277366348,,0.007210049277366348,0.3118811881188118,200.0,False,,0.007210049277366348,0.3118811881188118,200.0,False,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,,False,200.0,0.0,0.0
1043,2019-05-10,2019-05-10,2019,Derrick Osaze,Kieron Conway,820749,213624,175,-250,0.3373493975903614,0.6626506024096386,a,8.0,0.0,0.0,0.0,8.0,0.125,,0.875,1.0,1.0,0.0,0.125,0.0,5.0,1956.5680981000655,166.22304493156724,0.0599950294613595,1553.4572209913588,0.0,,,,0.125,0.0,0.875,,0.0,0.0,1248.1921521968368,287.56433837958974,3.0,0.0,0.0,0.0,3.0,0.0,,1.0,1.0,1.0,0.0,0.0,244.0,2.0,1810.9759235033453,238.2777375779667,0.059998365587862,1500.0,0.0,182.0,,,0.0,0.0,1.0,4.0,1.0,0.0,1500.0,0.0,5.0,0.0,0.0,0.0,5.0,0.125,,-0.125,0.0,0.0,0.0,0.125,-244.0,3.0,145.59217459672027,-72.05469264639945,-3.3361265025025344e-06,53.45722099135878,0.0,,,,0.125,0.0,-0.125,,-1.0,0.0,-251.8078478031632,287.56433837958974,0.6394411702624803,0.6310525687376352,0.626575672523491,0.3373493975903614,0.6626506024096386,0.07792207792207795,0.2892262749331296,a,0.2892262749331296,0.3373493975903614,175.0,True,,0.2892262749331296,0.3373493975903614,175.0,False,,,,False,1.75,1.6624999999999999,0.0,0.0,0.0,0.0,a,True,175.0,1.75,1.6624999999999999
