event_id,event_date,matchup_id,fighter_a,fighter_b,price_a,price_b,n_books_a,n_books_b,market_prob_a,market_prob_b,weight_class
1252,2020-07-31,8476,Caoimhin Agyarko,Jez Smith,-5000,1000,1,1,0.9151414309484193,0.0848585690515807,
1252,2020-07-31,8475,Brad Strand,Brett Fidoe,-1000,550,1,1,0.8552631578947368,0.14473684210526316,
1252,2020-07-31,8474,Jerome Campbell,Nick Ball,400,-714,1,1,0.18567518248175185,0.8143248175182483,
1252,2020-07-31,8442,Dec Spelman,Lyndon Arthur,500,-909,1,1,0.15611944917221104,0.843880550827789,
1238,2020-08-01,8471,Joseph George,Marcos Escudero,200,-278,1,1,0.3118811881188118,0.6881188118811881,
1238,2020-08-01,8470,Amnat Ruenroeng,Wisaksil Wangek,700,-1667,1,1,0.11699662318744622,0.8830033768125539,
1238,2020-08-01,8390,Gavin Gwynne,James Tennyson,300,-455,1,1,0.23368421052631577,0.7663157894736842,
1238,2020-08-01,8388,Sam Eggington,Ted Cheeseman,400,-714,1,1,0.18567518248175185,0.8143248175182483,
1238,2020-08-01,8387,Fabio Wardley,Simon Vallily,-1667,700,1,1,0.8830033768125539,0.11699662318744622,
1238,2020-08-01,8393,Jordan Gill,Reece Bellotti,-455,300,1,1,0.7663157894736842,0.23368421052631577,
1238,2020-08-01,8405,Dalton Smith,Nathan Bennett,-2000,750,1,1,0.8900523560209423,0.1099476439790576,
1260,2020-08-02,8479,Angelo Leo,Tramaine Williams,135,-167,1,1,0.40488285692622644,0.5951171430737736,
1260,2020-08-02,8478,Marcus Bates,Raeese Aleem,900,-3333,1,1,0.09338193292168756,0.9066180670783124,
1239,2020-08-07,8481,Ivan Hopey Price,Jonny Phillips,-3333,900,1,1,0.9066180670783124,0.09338193292168756,
1239,2020-08-07,8480,Aqib Fiaz,Kane Baker,-1250,600,1,1,0.8663366336633663,0.13366336633663364,
1239,2020-08-07,8407,Adam Harper,Anthony Fowler,1000,-5000,1,1,0.0848585690515807,0.9151414309484193,
1239,2020-08-07,8392,Natasha Jonas,Terri Harper,550,-1000,1,1,0.14473684210526316,0.8552631578947368,
1239,2020-08-07,8389,Chris Billam-Smith,Nathan Thorley,-1429,650,1,1,0.8751480014698076,0.1248519985301923,
1264,2020-08-08,8486,Kerman Lejarraga,Tyrone Nurse,-1000,550,1,1,0.8552631578947368,0.14473684210526316,
1264,2020-08-08,8485,Ibon Larrinaga,John Carter,333,-500,1,1,0.21699819168173598,0.783001808318264,
1265,2020-08-09,8484,David Morrell,Lennox Allen,-1250,600,1,1,0.8663366336633663,0.13366336633663364,
1265,2020-08-09,8483,Jamal James,Thomas Dulorme,-152,110,1,1,0.5588235294117647,0.4411764705882353,
1265,2020-08-09,8482,Lucas Santamaria,Mykal Fox,700,-1667,1,1,0.11699662318744622,0.8830033768125539,
1267,2020-08-10,8488,Alexandr Zhuravskiy,Khuseyn Baysangurov,800,-2500,1,1,0.10358565737051792,0.8964143426294822,
1269,2020-08-12,8494,Craig Macintyre,Ishmael Ellis,-500,333,1,1,0.783001808318264,0.21699819168173598,
1269,2020-08-12,8493,Sean McComb,Siar Ozgul,-2000,750,1,1,0.8900523560209423,0.1099476439790576,
1269,2020-08-12,8492,Jacob Quinn,Pierce O Rleary,400,-714,1,1,0.18567518248175185,0.8143248175182483,
1269,2020-08-12,8490,Jono Carroll,Maxi Hughes,-2500,800,1,1,0.8964143426294822,0.10358565737051792,
1240,2020-08-14,8495,Anthony Fox,John Docherty,450,-833,1,1,0.16919031643848037,0.8308096835615196,
1240,2020-08-14,8491,Kieron Conway,Navid Mansouri,-400,275,1,1,0.75,0.25,
1240,2020-08-14,8412,Rachel Ball,Shannon Courtenay,-125,-111,1,1,0.5136319376825706,0.4863680623174294,
1240,2020-08-14,8411,Eric Donovan,Zelfa Barrett,400,-714,1,1,0.18567518248175185,0.8143248175182483,
1240,2020-08-14,8391,Felix Cash,Jason Welborn,-1667,700,1,1,0.8830033768125539,0.11699662318744622,
1259,2020-08-15,8508,Des Newton,Paddy Donavan,1000,-5000,1,1,0.0848585690515807,0.9151414309484193,
1259,2020-08-15,8507,Brett Fidoe,Dennis McCann,1400,-10000,1,1,0.06308557151780138,0.9369144284821986,
1259,2020-08-15,8506,Marcos Villasana Jr,Michel Rivera,600,-1250,1,1,0.13366336633663364,0.8663366336633663,
1259,2020-08-15,8501,Jarvis Williams,Nikita Ababiy,1000,-5000,1,1,0.0848585690515807,0.9151414309484193,
1259,2020-08-15,8500,Eric Manriquez,Raymond Ford,1000,-5000,1,1,0.0848585690515807,0.9151414309484193,
1259,2020-08-15,8489,Carl Frampton,Darren Traynor,-10000,1400,1,1,0.9369144284821986,0.06308557151780138,
1259,2020-08-15,8473,Michael Conlan,Sofiane Takoucht,-5000,1000,1,1,0.9151414309484193,0.0848585690515807,
1259,2020-08-15,8443,Archie Sharp,Jeff Ofori,-3333,900,1,1,0.9066180670783124,0.09338193292168756,
1259,2020-08-15,8504,Harry Scarff,Troy Williamson,400,-714,1,1,0.18567518248175185,0.8143248175182483,
1270,2020-08-16,8505,Jackson Marinez,Rolando Romero,400,-714,1,1,0.18567518248175185,0.8143248175182483,
1270,2020-08-16,8503,Otto Wallin,Travis Kauffman,-909,500,1,1,0.843880550827789,0.15611944917221104,
1270,2020-08-16,8502,David Benavidez,Roamer Alexis Angulo,-1000,550,1,1,0.8552631578947368,0.14473684210526316,
1270,2020-08-16,8499,Eric Walker,Israil Madrimov,1400,-10000,1,1,0.06308557151780138,0.9369144284821986,
1270,2020-08-16,8498,Cecilia Braekhus,Jessica McCaskill,-833,450,1,1,0.8308096835615196,0.16919031643848037,
1270,2020-08-16,8497,Francisco Rojo,Shakhram Giyasov,1000,-5000,1,1,0.0848585690515807,0.9151414309484193,
1272,2020-08-21,8518,Oscar Riojas,Vladimir Shishkin,1400,-10000,1,1,0.06308557151780138,0.9369144284821986,
1215,2020-08-22,8521,Joey Spencer,Shawn West,-10000,1400,1,1,0.9369144284821986,0.06308557151780138,
1215,2020-08-22,8520,Justin Deloach,Livan Navarro,137,-189,1,1,0.3921675057332447,0.6078324942667553,
1215,2020-08-22,8517,Isiah Jones,Wendy Toussaint,400,-714,1,1,0.18567518248175185,0.8143248175182483,
1215,2020-08-22,8516,Clay Collard,Maurice Williams,-2500,800,1,1,0.8964143426294822,0.10358565737051792,
1215,2020-08-22,8515,Anthony Laureano,Julian Rodriguez,550,-1000,1,1,0.14473684210526316,0.8552631578947368,
1215,2020-08-22,8512,Alen Babic,Shawndell Terell Winters,-303,225,1,1,0.7096018735362997,0.2903981264637002,
1215,2020-08-22,8511,Chad Sugden,Shakan Pitters,550,-1000,1,1,0.14473684210526316,0.8552631578947368,
1215,2020-08-22,8509,Jack Cullen,Zak Chelli,110,-152,1,1,0.4411764705882353,0.5588235294117647,
1215,2020-08-22,8496,Aleksei Papin,Ruslan Fayfer,-714,400,1,1,0.8143248175182483,0.18567518248175185,
1215,2020-08-22,8428,Delfine Persoon,Katie Taylor,300,-400,1,1,0.23809523809523808,0.7619047619047619,
1215,2020-08-22,8408,Chris Kongo,Luther Clay,-152,110,1,1,0.5588235294117647,0.4411764705882353,
1215,2020-08-22,8284,Alexander Povetkin,Dillian Whyte,300,-400,1,1,0.23809523809523808,0.7619047619047619,
1271,2020-08-23,8519,Nathaniel Gallimore,Sebastian Fundora,200,-278,1,1,0.3118811881188118,0.6881188118811881,
1271,2020-08-23,8514,Rob Brant,Vitaliy Kopylenko,-714,400,1,1,0.8143248175182483,0.18567518248175185,
1271,2020-08-23,8513,Sebastian Formella,Shawn Porter,900,-1667,1,1,0.09583988718338125,0.9041601128166188,
1271,2020-08-23,8510,Eleider Alvarez,Joe Smith Jr,-227,175,1,1,0.6562417871222076,0.3437582128777924,
1247,2020-08-26,8534,Darren Tetley,Liam Taylor,100,-139,1,1,0.4622823984526112,0.5377176015473888,
1247,2020-08-26,8533,Lewis Crocker,Louis Greene,-303,225,1,1,0.7096018735362997,0.2903981264637002,
1247,2020-08-26,8532,Lee McGregor,Ryan Walker,-3333,900,1,1,0.9066180670783124,0.09338193292168756,
1247,2020-08-26,8531,Craig Woodruff,Gary Cully,800,-2500,1,1,0.10358565737051792,0.8964143426294822,
1247,2020-08-26,8530,Kylie Fulmer,Shannon O'Connell,225,-303,1,1,0.2903981264637002,0.7096018735362997,
1247,2020-08-26,8529,Jackson Woods,Liam Wilson,800,-2000,1,1,0.1044776119402985,0.8955223880597014,
1247,2020-08-26,8528,Adam Copland,Joel Camilleri,135,-175,1,1,0.4007285974499089,0.599271402550091,
1247,2020-08-26,8527,Issac Hardman,Jamie Weetch,-303,225,1,1,0.7096018735362997,0.2903981264637002,
1247,2020-08-26,8429,Jeff Horn,Tim Tszyu,130,-167,1,1,0.4100752572569498,0.5899247427430503,
1275,2020-08-28,8540,Jama Saidi,Vincent Feigenbutz,200,-278,1,1,0.3118811881188118,0.6881188118811881,
1275,2020-08-28,8538,Abass Baraou,Jack Culcay,-303,225,1,1,0.7096018735362997,0.2903981264637002,
1249,2020-08-29,8546,Ben Thomas,Willy Hutchinson,2500,-10000,1,1,0.03739355794150315,0.9626064420584968,
1249,2020-08-29,8526,Daniel Dubois,Ricardo Snijders,-10000,2500,1,1,0.9626064420584968,0.03739355794150315,
1249,2020-08-29,8525,Sunny Edwards,Thomas Essomba,-833,450,1,1,0.8308096835615196,0.16919031643848037,
1249,2020-08-29,8524,Joe Hughes,Sam Maxwell,150,-200,1,1,0.375,0.625,
1249,2020-08-29,8547,David Adeleye,Phil Williams,-10000,2500,1,1,0.9626064420584968,0.03739355794150315,
1249,2020-08-29,8545,Jordan Ellison,Sam Noakes,2500,-10000,1,1,0.03739355794150315,0.9626064420584968,
1274,2020-08-30,8542,Abram Martinez,Luis Arcon,175,-250,1,1,0.3373493975903614,0.6626506024096386,
1274,2020-08-30,8541,Brian Mendoza,Thomas Lamanna,-164,120,1,1,0.5774647887323944,0.4225352112676056,
1274,2020-08-30,8539,Erislandy Lara,Greg Vendetti,-5000,1500,1,1,0.9400705052878965,0.059929494712103404,
1274,2020-08-30,8537,Alfredo Angulo,Caleb Truax,137,-189,1,1,0.3921675057332447,0.6078324942667553,
1274,2020-08-30,8536,Arnold Barboza Jr,Tony Luis,-2000,1000,1,1,0.9128630705394192,0.08713692946058092,
1274,2020-08-30,8535,Jose Carlos Ramirez,Viktor Postol,-833,500,1,1,0.8426909458775923,0.1573090541224077,
1279,2020-09-02,8552,Andre Sterling,Dan Azeez,500,-909,1,1,0.15611944917221104,0.843880550827789,
1279,2020-09-02,8551,Akeem Ennis Brown,Philip Bowes,-455,300,1,1,0.7663157894736842,0.23368421052631577,
1279,2020-09-02,8549,Harlem Eubank,Martin McDonagh,-200,150,1,1,0.625,0.375,
1279,2020-09-02,8548,Mickey Ellison,Padraig McCrory,200,-278,1,1,0.3118811881188118,0.6881188118811881,
1278,2020-09-03,8550,Aslambek Idigov,Stanislav Kashtanov,-1250,600,1,1,0.8663366336633663,0.13366336633663364,
1276,2020-09-05,8557,Janiel Rivera,Jesse Rodriguez,900,-3333,1,1,0.09338193292168756,0.9066180670783124,
1276,2020-09-05,8556,Jared Anderson,Rodney Hernandez,-5000,1000,1,1,0.9151414309484193,0.0848585690515807,
1276,2020-09-05,8555,Alex Dilmaghani,Samir Ziani,-200,150,1,1,0.625,0.375,
1280,2020-09-06,8559,Batyr Akhmedov,Rey Perez,-5000,950,1,1,0.9114583333333334,0.08854166666666667,
1280,2020-09-06,8554,Deandre Ware,Steven Nelson,600,-1250,1,1,0.13366336633663364,0.8663366336633663,
1280,2020-09-06,8543,Jamel Herring,Jonathan Oquendo,-1667,700,1,1,0.8830033768125539,0.11699662318744622,
1281,2020-09-07,8558,Dakota Linger,Omar Juarez,1000,-5000,1,1,0.0848585690515807,0.9151414309484193,
1281,2020-09-07,8553,Abel Ramos,Yordenis Ugas,800,-2500,1,1,0.10358565737051792,0.8964143426294822,
1284,2020-09-11,8571,Fedor Chudinov,Umar Sadiq,-625,350,1,1,0.795053003533569,0.2049469964664311,
1263,2020-09-12,8564,Cedric Peynaud,Ekow Essuman,400,-714,1,1,0.18567518248175185,0.8143248175182483,
1263,2020-09-12,8563,Anthony Yarde,Dec Spelman,-3333,900,1,1,0.9066180670783124,0.09338193292168756,
1263,2020-09-12,8562,Denzel Bentley,Mark Heffron,100,-139,1,1,0.4622823984526112,0.5377176015473888,
1263,2020-09-12,8578,Joshua Frankham,Kevin McCauley,-10000,1400,1,1,0.9369144284821986,0.06308557151780138,
1263,2020-09-12,8579,Ed Harrison,Mohammad Bilal Ali,700,-1667,1,1,0.11699662318744622,0.8830033768125539,
1258,2020-09-13,8577,Aleem Jumakhonov,Jorge Ramos,-303,225,1,1,0.7096018735362997,0.2903981264637002,
1258,2020-09-13,8570,Egidijus Kavaliauskas,Mikael Zewski,-625,350,1,1,0.795053003533569,0.2049469964664311,
1258,2020-09-13,8569,Joet Gonzalez,Miguel Marriaga,-250,175,1,1,0.6626506024096386,0.3373493975903614,
1289,2020-09-20,8583,Javier Molina,Jose Pedraza,135,-175,1,1,0.4007285974499089,0.599271402550091,
1289,2020-09-20,8581,Cobia Breedy,Tugstogt Nyambayar,600,-1000,1,1,0.13580246913580246,0.8641975308641975,
1289,2020-09-20,8585,Erickson Lubin,Terrell Gausha,-714,450,1,1,0.8283062645011601,0.1716937354988399,
1289,2020-09-20,8584,Jaron Ennis,Juan Carlos Abreu,-5000,1500,1,1,0.9400705052878965,0.059929494712103404,
1289,2020-09-20,8582,Efe Ajagba,Jonathan Rice,-5000,1450,1,1,0.9382566585956416,0.06174334140435835,
1290,2020-09-25,8586,Johann Duhaupas,Tony Yoka,750,-2000,1,1,0.1099476439790576,0.8900523560209423,
1210,2020-09-26,8605,Denis Radovan,Robert Talarek,-714,400,1,1,0.8143248175182483,0.18567518248175185,
1210,2020-09-26,8603,Duke Micah,John Riel Casimero,500,-909,1,1,0.15611944917221104,0.843880550827789,
1210,2020-09-26,8588,Charlie Edwards,Kyle Williams,-1000,550,1,1,0.8552631578947368,0.14473684210526316,
1210,2020-09-26,8587,David Oliver Joyce,Ionut Baluta,-303,225,1,1,0.7096018735362997,0.2903981264637002,
1210,2020-09-26,8202,Mairis Briedis,Yuniel Dorticos,-189,137,1,1,0.6078324942667553,0.3921675057332447,
1210,2020-09-26,8565,Hosea Burton,Ricards Bolotniks,-139,100,1,1,0.5377176015473888,0.4622823984526112,
1210,2020-09-26,8544,Apinun Khongsong,Josh Taylor,2000,-10000,1,1,0.045888232621535664,0.9541117673784643,
1257,2020-09-27,8602,Daniel Roman,Juan Carlos Payano,-2000,750,1,1,0.8900523560209423,0.1099476439790576,
1257,2020-09-27,8601,Aaron Alameda,Luis Nery,800,-2500,1,1,0.10358565737051792,0.8964143426294822,
1257,2020-09-27,8600,Brandon Figueroa,Damien Vazquez,-5000,1000,1,1,0.9151414309484193,0.0848585690515807,
1257,2020-09-27,8599,Bakhram Murtazaliev,Manny Woods,-10000,1400,1,1,0.9369144284821986,0.06308557151780138,
1257,2020-09-27,8460,Jermall Charlo,Sergiy Derevyanchenko,-286,215,1,1,0.7000543942808299,0.2999456057191701,
1257,2020-09-27,8459,Jeison Rosario,Jermell Charlo,375,-556,1,1,0.19896875947831363,0.8010312405216865,
1283,2020-09-30,8568,Ohara Davies,Tyrone McKenna,-357,250,1,1,0.7322004101963082,0.26779958980369173,
1283,2020-09-30,8567,Liam Conroy,Serge Michel,-125,-111,1,1,0.5136319376825706,0.4863680623174294,
1283,2020-09-30,8566,James Dickens,Ryan Walsh,-111,-125,1,1,0.4863680623174294,0.5136319376825706,
1209,2020-10-03,8618,Chavez Barrientes,Ivan Varela,-10000,1400,1,1,0.9369144284821986,0.06308557151780138,
1209,2020-10-03,8617,Angel Barrientes,Fernando Ibarra de Anda,-10000,1400,1,1,0.9369144284821986,0.06308557151780138,
1292,2020-10-04,8622,Guido Vianello,Kingsley Ibeh,-3333,900,1,1,0.9066180670783124,0.09338193292168756,
1292,2020-10-04,8621,Gabriel Flores Jr,Ryan Kielczweski,-5000,1000,1,1,0.9151414309484193,0.0848585690515807,
1292,2020-10-04,8620,Lucas Santamaria,Paul Kroll,200,-278,1,1,0.3118811881188118,0.6881188118811881,
1292,2020-10-04,8619,Mark Magsayo,Rigoberto Hermosillo,-5000,1000,1,1,0.9151414309484193,0.0848585690515807,
1292,2020-10-04,8615,Aqib Fiaz,Kane Baker,-1250,600,1,1,0.8663366336633663,0.13366336633663364,
1292,2020-10-04,8616,John Hedges,Julio Cesar,-10000,1400,1,1,0.9369144284821986,0.06308557151780138,
1292,2020-10-04,8614,John Harding Jr,Linus Udofia,333,-500,1,1,0.21699819168173598,0.783001808318264,
1292,2020-10-04,8613,Adriana Dos Santos Araujo,Chantelle Cameron,700,-1667,1,1,0.11699662318744622,0.8830033768125539,
1292,2020-10-04,8612,Ivan Baranchyk,Jose Zepeda,-175,135,1,1,0.599271402550091,0.4007285974499089,
1292,2020-10-04,8607,Joshua Buatsi,Marko Calic,-3333,900,1,1,0.9066180670783124,0.09338193292168756,
1292,2020-10-04,8606,Alen Babic,Niall Kennedy,-909,500,1,1,0.843880550827789,0.15611944917221104,
1299,2020-10-08,8631,Janelson Figueroa Bocachica,Nicklaus Flaz,-714,400,1,1,0.8143248175182483,0.18567518248175185,
1299,2020-10-08,8630,Brandun Lee,Jimmy Williams,-3333,900,1,1,0.9066180670783124,0.09338193292168756,
1299,2020-10-08,8629,Charles Conwell,Wendy Toussaint,-1250,600,1,1,0.8663366336633663,0.13366336633663364,
1285,2020-10-10,8641,Dominic Boesel,Robin Krasniqi,-400,275,1,1,0.75,0.25,
1285,2020-10-10,8635,Gonzalo Gaston Coria,Zhanibek Alimkhanuly,750,-2000,1,1,0.1099476439790576,0.8900523560209423,
1285,2020-10-10,8633,Bryan Lua,Nelson Colon,-5000,1000,1,1,0.9151414309484193,0.0848585690515807,
1285,2020-10-10,8632,Cameron Krael,Elvis Rodriguez,800,-2500,1,1,0.10358565737051792,0.8964143426294822,
1285,2020-10-10,8628,Emanuel Navarrete,Ruben Villa,-303,225,1,1,0.7096018735362997,0.2903981264637002,
1285,2020-10-10,8610,Andrew Robertson,Liam Williams,1000,-5000,1,1,0.0848585690515807,0.9151414309484193,
1285,2020-10-10,8561,Nathan Gorman,Richard Lartey,-714,400,1,1,0.8143248175182483,0.18567518248175185,
1285,2020-10-10,8642,Peter Kadiru,Roman Gorst,-1250,600,1,1,0.8663366336633663,0.13366336633663364,
1285,2020-10-10,8640,Jose Miguel Fandino,Willy Hutchinson,1000,-5000,1,1,0.0848585690515807,0.9151414309484193,
1287,2020-10-17,8655,Bec Connolly,Ellie Scotney,1000,-5000,1,1,0.0848585690515807,0.9151414309484193,
1287,2020-10-17,8648,Thomas Essomba,Thomas Patrick Ward,700,-1667,1,1,0.11699662318744622,0.8830033768125539,
1287,2020-10-17,8647,Marc Leach,Qais Ashfaq,450,-833,1,1,0.16919031643848037,0.8308096835615196,
1287,2020-10-17,8608,Lewis Ritson,Miguel Vazquez,-909,500,1,1,0.843880550827789,0.15611944917221104,
1287,2020-10-17,8649,Joe Laws,Rylan Charlton,-400,275,1,1,0.75,0.25,
1282,2020-10-18,8663,Jack Rafferty,Tom Hill,-625,350,1,1,0.795053003533569,0.2049469964664311,
1282,2020-10-18,8662,Paul Butler,Ryan Walker,-1429,650,1,1,0.8751480014698076,0.1248519985301923,
1282,2020-10-18,8661,Martin Harkin,Michael McKinson,550,-1000,1,1,0.14473684210526316,0.8552631578947368,
1282,2020-10-18,8660,Jay Harris,Marcel Braithwaite,-5000,1000,1,1,0.9151414309484193,0.0848585690515807,
1282,2020-10-18,8659,Alex Saucedo,Arnold Barboza Jr,250,-357,1,1,0.26779958980369173,0.7322004101963082,
1282,2020-10-18,8658,Josue Vargas,Kendo Castaneda,-455,300,1,1,0.7663157894736842,0.23368421052631577,
1282,2020-10-18,8657,Edgar Berlanga,Lanell Bellows,-10000,1400,1,1,0.9369144284821986,0.06308557151780138,
1282,2020-10-18,8656,John Vincent Moralde,Jose Enrique Durantes Vivas,400,-714,1,1,0.18567518248175185,0.8143248175182483,
1282,2020-10-18,8015,Teofimo Lopez,Vasiliy Lomachenko,330,-455,1,1,0.22098347601035237,0.7790165239896476,
1307,2020-10-22,8680,Kyle Freiberg,Miles Zalewski,-125,-111,1,1,0.5136319376825706,0.4863680623174294,
1307,2020-10-22,8679,Faiga Opelu,Justis Huni,350,-625,1,1,0.2049469964664311,0.795053003533569,
1307,2020-10-22,8678,Benjamin Kelleher,Jai Opetaia,900,-3333,1,1,0.09338193292168756,0.9066180670783124,
1306,2020-10-23,8676,Maxim Prodan,Nicola Cristofori,-3333,900,1,1,0.9066180670783124,0.09338193292168756,
1306,2020-10-23,8675,Fabio Turchi,Nikolajs Grisunins,-833,450,1,1,0.8308096835615196,0.16919031643848037,
1306,2020-10-23,8674,Andrea Scarpa,Dario Morello,240,-333,1,1,0.27664196268847435,0.7233580373115257,
1235,2020-10-24,8669,Israel Gonzalez,Roman Gonzalez,750,-2000,1,1,0.1099476439790576,0.8900523560209423,
1235,2020-10-24,8668,Julio Cesar Martinez,Moises Calleros,-3333,900,1,1,0.9066180670783124,0.09338193292168756,
1235,2020-10-24,8667,Carlos Cuadras,Juan Francisco Estrada,400,-714,1,1,0.18567518248175185,0.8143248175182483,
1256,2020-10-25,8673,Malik Hawkins,Subriel Matias,-139,100,1,1,0.5377176015473888,0.4622823984526112,
1256,2020-10-25,8672,Claudio Marrero,Xavier Martinez,550,-1000,1,1,0.14473684210526316,0.8552631578947368,
1256,2020-10-25,8671,Custio Clayton,Sergey Lipinets,175,-250,1,1,0.3373493975903614,0.6626506024096386,
1313,2020-10-30,8698,Lamont Roach,Neil John Tabano,-10000,1100,1,1,0.9223674096848579,0.0776325903151422,
1291,2020-10-31,8704,Ladarius Miller,Michel Rivera,300,-455,1,1,0.23368421052631577,0.7663157894736842,
1291,2020-10-31,8701,Amy Timlin,Carly Skelly,-625,350,1,1,0.795053003533569,0.2049469964664311,
1291,2020-10-31,8697,Marlen Esparza,Sulem Urbina,125,-175,1,1,0.41121495327102797,0.5887850467289719,
1291,2020-10-31,8696,Alexis Rocha,Rashidi Ellis,120,-152,1,1,0.4297407912687586,0.5702592087312415,
1291,2020-10-31,8694,Carlos Buitrago,Elwin Soto,800,-1429,1,1,0.10625434329395414,0.8937456567060459,
1291,2020-10-31,8693,Alan Campa,Bektemir Melikuziev,1450,-5000,1,1,0.06174334140435835,0.9382566585956416,
1291,2020-10-31,8684,Murat Gassiev,Nuri Seferi,-10000,1400,1,1,0.9369144284821986,0.06308557151780138,
1291,2020-10-31,8692,Jaime Munguia,Tureano Johnson,-625,425,1,1,0.8190327613104524,0.1809672386895476,
1291,2020-10-31,8689,Christopher Lovejoy,David Allen,400,-714,1,1,0.18567518248175185,0.8143248175182483,
1291,2020-10-31,8677,Bilal Laggoune,Tommy McCarthy,250,-357,1,1,0.26779958980369173,0.7322004101963082,
1291,2020-10-31,8670,Hannah Rankin,Savannah Marshall,800,-2500,1,1,0.10358565737051792,0.8964143426294822,
1291,2020-10-31,8650,George Kambosos Jr,Lee Selby,-164,120,1,1,0.5774647887323944,0.4225352112676056,
1291,2020-10-31,8604,Dereck Chisora,Oleksandr Usyk,450,-714,1,1,0.1716937354988399,0.8283062645011601,
1291,2020-10-31,8709,Luis Coria,Robson Conceicao,500,-909,1,1,0.15611944917221104,0.843880550827789,
1291,2020-10-31,8708,Jerry Perez,Joshua Zuniga,-189,137,1,1,0.6078324942667553,0.3921675057332447,
1303,2020-11-01,8705,Jose Eduardo Lopez Rodriguez,Julian Rodriguez,800,-2500,1,1,0.10358565737051792,0.8964143426294822,
1303,2020-11-01,8691,Diego Magdaleno,Issac Cruz Gonzalez,137,-189,1,1,0.3921675057332447,0.6078324942667553,
1303,2020-11-01,8700,Juan Heraldez,Regis Prograis,750,-2000,1,1,0.1099476439790576,0.8900523560209423,
1303,2020-11-01,8699,Ewa Brodnicka,Mikaela Mayer,350,-625,1,1,0.2049469964664311,0.795053003533569,
1303,2020-11-01,8654,Mario Barrios,Ryan Karl,-10000,1100,1,1,0.9223674096848579,0.0776325903151422,
1303,2020-11-01,8652,Jason Moloney,Naoya Inoue,625,-1000,1,1,0.1317365269461078,0.8682634730538923,
1303,2020-11-01,8461,Gervonta Davis,Leo Santa Cruz,-833,525,1,1,0.8480270391334446,0.15197296086655537,
1320,2020-11-05,8726,Chordale Booker,Sanny Duversonne,-3333,900,1,1,0.9066180670783124,0.09338193292168756,
1320,2020-11-05,8725,Eimantas Stanionis,Justin Deloach,-455,300,1,1,0.7663157894736842,0.23368421052631577,
1318,2020-11-06,8723,Giemel Magramo,Junto Nakatani,162,-227,1,1,0.3547638162605507,0.6452361837394492,
1310,2020-11-07,8729,Dmitry Mikhaylenko,Magomed Kurbanov,750,-2000,1,1,0.1099476439790576,0.8900523560209423,
1310,2020-11-07,8728,Pavel Malikov,Roman Andreev,350,-625,1,1,0.2049469964664311,0.795053003533569,
1321,2020-11-08,8736,Joey Abell,Michael Polite Coffie,450,-833,1,1,0.16919031643848037,0.8308096835615196,
1321,2020-11-08,8735,Brian Howard,Frank Sanchez Faure,600,-1250,1,1,0.13366336633663364,0.8663366336633663,
1321,2020-11-08,8734,Marcos Mojica,Reshat Mati,1000,-5000,1,1,0.0848585690515807,0.9151414309484193,
1321,2020-11-08,8732,Filip Hrgovic,Rydell Booker,-10000,1400,1,1,0.9369144284821986,0.06308557151780138,
1321,2020-11-08,8731,Devin Vargas,Zhilei Zhang,800,-2500,1,1,0.10358565737051792,0.8964143426294822,
1321,2020-11-08,8730,Alexander Flores,Luis Ortiz,800,-2500,1,1,0.10358565737051792,0.8964143426294822,
1321,2020-11-08,8683,Devin Haney,Yuriolkis Gamboa,-3333,1300,1,1,0.9314702066074458,0.06852979339255415,
1323,2020-11-10,8746,Florian Marku,Muma Mweemba,-10000,1400,1,1,0.9369144284821986,0.06308557151780138,
1323,2020-11-10,8744,Mikael Lawal,Ossie Jervier,-5000,1000,1,1,0.9151414309484193,0.0848585690515807,
1323,2020-11-10,8748,Vladimir Georgiev,Zak Chelli,700,-1429,1,1,0.1179692924928632,0.8820307075071367,
1323,2020-11-10,8747,Harry Woods,Mike McGoldrick,-250,175,1,1,0.6626506024096386,0.3373493975903614,
1323,2020-11-10,8753,Mike McGoldrick,Zak Chelli,800,-2500,1,1,0.10358565737051792,0.8964143426294822,
1322,2020-11-11,8749,Jumanne Camero,Paddy Donavan,900,-3333,1,1,0.09338193292168756,0.9066180670783124,
1322,2020-11-11,8745,Macaulay McGowan,Tursynbay Kulalkhmet,600,-1250,1,1,0.13366336633663364,0.8663366336633663,
1322,2020-11-11,8743,Jack Rafferty,Tom Hill,-400,275,1,1,0.75,0.25,
1309,2020-11-13,8752,David Light,Lance Bryant,-2000,750,1,1,0.8900523560209423,0.1099476439790576,
1309,2020-11-13,8751,Nort Beauchamp,Richie Hadlow,-139,100,1,1,0.5377176015473888,0.4622823984526112,
1309,2020-11-13,8750,Andrei Mikhailovich,Marcus Heywood,-1000,550,1,1,0.8552631578947368,0.14473684210526316,
1309,2020-11-13,8682,Denzel Bentley,Mark Heffron,-164,120,1,1,0.5774647887323944,0.4225352112676056,
1309,2020-11-13,8759,Micky Burke Jr,Tommy Broadbent,-1667,700,1,1,0.8830033768125539,0.11699662318744622,
1309,2020-11-13,8758,Genadij Krajevskij,Tommy Fury,1400,-10000,1,1,0.06308557151780138,0.9369144284821986,
1295,2020-11-14,8737,Jermaine Springer,Thomas Whittaker-Hart,450,-833,1,1,0.16919031643848037,0.8308096835615196,
